YEAR,TRI_FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,
"2013","14107CWMCH1550B","CWM CHEMICAL SERVICES LLC","1550 BALMER RD","MODEL CITY","NIAGARA","NY","14107","","","43.22781","-78.971889","NO","","","","","","","562211","","","","","","1313211002795","BARIUM COMPOUNDS","N040","NO","TRI","NO","3","NO","R","Pounds","0","0","7.6","0","0","78400","0","0","0","0","0","0","78407.6","0","0","0","0","0","0","0","0","6","0","0","0","0","385","368","0","0","2","0","0","761","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","79168.6","0","78400","7.6","753","8","0","0","0","0","0","0","79168.6","",".64","WASTE MANAGEMENT INC","194672085"
"2013","14305SKWLL3801H","GLOBE METALLURGICAL INC","3807 HIGHLAND AVE","NIAGARA FALLS","NIAGARA","NY","14305","","","43.12195","-79.044518","NO","","","","","","","331110","","","","","","1313211083148","POLYCYCLIC AROMATIC COMPOUNDS","N590","YES","PBT","NO","0","YES","R","Pounds","2.57","168.9","0","0","0","0","0","0","0","0","0","0","171.47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","171.47","0","0","171.47","0","0","0","0","0","0","0","0","171.47","",".92","GLOBE SPECIALTY METALS INC","782847391"
"2013","14304NCTCR40047","NIACET CORP","400 47TH ST","NIAGARA FALLS","NIAGARA","NY","14304","","","43.090278","-79.008361","NO","","","","","","","325199","","","","","","1313211085648","CERTAIN GLYCOL ETHERS","N230","YES","TRI","NO","0","NO","R","Pounds","5","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","5","","1","NIACET CORP","NA"
"2013","11746MRCNTSTEPA","AMERICAN TECHNICAL CERAMICS","15 STEPAR PL","HUNTINGTON STATION","SUFFOLK","NY","11746","","","40.83984","-73.42696","NO","","","","","","","334416","","","","","","1313211128804","LEAD COMPOUNDS","N420","YES","PBT","YES","1","NO","R","Pounds","0",".0008","0","0","0","0","0","0","0","0","0","0",".0008","0","0","0","0","0","4.87","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.87","0","723.4","0","0","0","723.4","0","0","0","0","0","0","0","0","0","0","4.8708","0","0",".0008","0","4.87","0","0","0","723.4","0","0","728.2708","",".98","KYOCERA INTERNATIONAL INC","058895921"
"2013","11356NDSTR20451","COMSTAR INTERNATIONAL INC","20-45 128 ST","COLLEGE POINT","QUEENS","NY","11356","","","40.780925","-73.84055","NO","","","","","","","325611","325199","325188","","","","1313210976573","TETRACHLOROETHYLENE","000127184","YES","TRI","NO","0","YES","R","Pounds","5","5","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","10","0","0","0","0","0","0","0","0","10","","1","NA",""
"2013","14120BTTNF1174E","BATTENFELD GREASE & OIL CORPN Y","1174 ERIE AVE","NORTH TONAWANDA","NIAGARA","NY","141200728","","","43.05083","-78.85018","NO","","","","","","","324191","","","","","","1313210996450","BARIUM COMPOUNDS","N040","NO","TRI","NO","3","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","BATTENFELD MANAGEMENT INC","108609512"
"2013","1205WDCMMN2FLIN","DUCOMMUN INC","2 FLINT MINE RD","COXSACKIE","GREENE","NY","120512801","","","42.34282","-73.81687","NO","","","","","","","336413","","","","","","1313211058868","NITRIC ACID","007697372","NO","TRI","NO","0","NO","R","Pounds","134","0","0","0","0","0","0","0","0","0","0","0","134","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5869","0","0","5869","134","0","0","134","0","0","0","0","0","0","7444","5869","13447","","1.05","DUCOMMUN INC.","006907042"
"2013","14891CRGLL518EA","CARGILL INC SALT DIV","518 E 4TH ST","WATKINS GLEN","SCHUYLER","NY","14891","","","42.383322","-76.864083","NO","","","","","","","212399","","","","","","1313210903466","HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY)","007647010","YES","TRI","NO","0","NO","R","Pounds","0","92388","0","0","0","0","0","0","0","0","0","0","92388","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92388","0","0","92388","0","0","0","0","0","0","0","0","92388","",".66","CARGILL INC","006249189"
"2013","14891CRGLL518EA","CARGILL INC SALT DIV","518 E 4TH ST","WATKINS GLEN","SCHUYLER","NY","14891","","","42.383322","-76.864083","NO","","","","","","","212399","","","","","","1313210903478","LEAD COMPOUNDS","N420","YES","PBT","YES","1","NO","R","Pounds","0","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","297","0","0","0","297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300","0","0","3","0","297","0","0","0","0","0","0","300","",".75","CARGILL INC","006249189"
"2013","12866QDGRP56DUP","QUAD/GRAPHICS INC","56 DUPLAINVILLE RD","SARATOGA SPRINGS","SARATOGA","NY","12866","","","43.065001","-73.828801","NO","","","","","","","323111","","","","","","1313211044425","CERTAIN GLYCOL ETHERS","N230","YES","TRI","NO","0","NO","R","Pounds","7989","466","0","0","0","0","0","0","0","0","0","0","8455","0","0","0","0","0","0","0","0","0","0","0","0","0","250","0","0","0","0","0","0","250","0","0","0","0","0","0","0","0","0","0","750","0","0","0","0","750","8705","0","0","8455","250","0","0","0","0","0","18176","750","27631","","1.08","QUAD/GRAPHICS INC","055302756"
"2013","14305SKWLL3801H","GLOBE METALLURGICAL INC","3807 HIGHLAND AVE","NIAGARA FALLS","NIAGARA","NY","14305","","","43.12195","-79.044518","NO","","","","","","","331110","","","","","","1313211083098","BENZO(G,H,I)PERYLENE","000191242","YES","PBT","NO","0","YES","R","Pounds",".21","13.9","0","0","0","0","0","0","0","0","0","0","14.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.11","0","0","14.11","0","0","0","0","0","0","0","0","14.11","",".92","GLOBE SPECIALTY METALS INC","782847391"
"2013","14048NGRMH106PO","DUNKIRK STEAM STATION","106 POINT DR N","DUNKIRK","CHAUTAUQUA","NY","14048","","","42.49177","-79.34759","NO","","","","","","","221112","","","","","","1313211182252","BARIUM COMPOUNDS","N040","NO","TRI","NO","3","NO","R","Pounds","1","1415","227","0","0","0","0","0","0","0","0","0","1643","0","0","0","0","0","0","0","0","0","0","0","0","0","36641","0","0","0","0","0","0","36641","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38284","0","0","1643","36641","0","0","0","0","0","0","0","38284","",".71","NRG ENERGY INC","793422213"
"2013","13905MTKRS33LEW","AMETEK AEROSPACE & DEFENSE","33 LEWIS RD","BINGHAMTON","BROOME","NY","13905","","","42.14112","-75.93839","NO","","","","","","","336413","","","","","","1313211227665","LEAD","007439921","YES","PBT","YES","1","YES","R","Pounds",".07",".14","0","0","0","0","0","0","0","0","0","0",".21",".02","0",".02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","0","98","0","0","0","0","374","374","0","0","0","0","0","0","0","0","0","0","98.23","0","0",".21","0","98.02","0","0","0","374","0","0","472.23","","1.32","AMETEK INC","NA"
"2013","12068KYMRKRTE33","KEYMARK CORP","1188 CAYADUTTA ST RT 334","FONDA","MONTGOMERY","NY","12068","","","42.956111","-74.389056","NO","","","","","","","331314","331316","","","","","1313211238555","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)","N090","YES","TRI","YES","1","NO","R","Pounds","0","83","68","0","0","0","0","0","0","0","0","0","151","0","0","0","0","183","0","0","0","0","0","0","0","0","3880","372","0","0","0","466","0","4901","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5052","0","0","151","4252","649","0","0","0","0","0","0","5052","","1.1","KEYMARK CORP","NA"
"2013","14901KNNDY1021E","KENNEDY VALVE","1021 E WATER ST","ELMIRA","CHEMUNG","NY","14901","","","42.09277","-76.786313","NO","","","","","","","331511","332911","","","","","1313211311257","ZINC COMPOUNDS","N982","NO","TRI","YES","1","NO","R","Pounds",".28",".03","6.95","0","0","0","0","0","0","0","0","0","7.26","31.74","0","31.74","0","1311.1779",".021863","0","0","0","0","0","0","0","506.07","0","0","0","0","0","0","1817.269763","0","77403.386","0","0","73.58695","77476.97295","0","0","0","0","0","0","0","0","0","0","1856.269763","0","0","7.26","506.07","1342.939763","0","0","0","77476.97295","0","0","79333.242713","",".92","MCWANE INC","004001715"
"2013","12550SNCNC1184R","GLOBAL COS LLC SOUTH TERMINAL","1184 RIVER RD","NEW WINDSOR","ORANGE","NY","12553","","","41.479611","-74.011472","NO","","","","","","","424710","","","","","","1313211403617","1,2,4-TRIMETHYLBENZENE","000095636","NO","TRI","NO","0","NO","R","Pounds","5","1","1.28","0","0","0","0","0","0","0","0","0","7.28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.28","0","0","3.28","0","27","0","0","0","0",".79","0","31.07","4",".7","GLOBAL PARTNERS LP","602580867"
"2013","12550SNCNC1184R","GLOBAL COS LLC SOUTH TERMINAL","1184 RIVER RD","NEW WINDSOR","ORANGE","NY","12553","","","41.479611","-74.011472","NO","","","","","","","424710","","","","","","1313211404456","XYLENE (MIXED ISOMERS)","001330207","YES","TRI","NO","0","NO","R","Pounds","56","65",".03","0","0","0","0","0","0","0","0","0","121.03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","121.03","0","0","74.03","0","0","0","0","0","0","0","0","74.03","47",".01","GLOBAL PARTNERS LP","602580867"
